2025-06-20T11:20:44.044659Z  INFO Logging to file: "orig_adc_50hz.6.txt"
2025-06-20T11:20:44.048486Z  INFO Inferred device address from filename: 6
2025-06-20T11:20:44.048539Z  INFO Running in Grouped Chronological Mode.
2025-06-20T11:20:44.523833Z  INFO Ingested 270 packets. Grouping transactions...
2025-06-20T11:20:44.524156Z  INFO [TXN-REQ] H->D F:236  @ 2.743632s | Command(CommandHeader { command_type: Connect, transaction_id: 1, attribute: None }, None)
2025-06-20T11:20:44.527253Z  INFO [TXN-RSP] D->H F:1186 @ 12.565286s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 95, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\x0e\x9c;\0Y\x8cM\0\xde\xff\xff\xffC\0\xa5\x0c\0\0\0\0\"\x9c;\0\xa9\x8bM\0\xd6\xff\xff\xffC\0\xa5\x0c\0\0\0\06\x9c;\0\xf7\x8bM\0\xda\xff\xff\xffC\0\xa5\x0c\0\0\0\0J\x9c;\0\n\x8cM\0\xe6\xff\xff\xffG\0\xa3\x0c\0\0\0\0^\x9c;\0\x1e\x8cM\0\xfe\xff\xff\xff?\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527275Z  INFO [TXN-REQ] H->D F:1188 @ 12.675017s | Command(CommandHeader { command_type: GetData, transaction_id: 96, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527294Z  INFO [TXN-RSP] D->H F:1190 @ 12.675255s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 96, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05r\x9c;\0l\x8cM\0\xfe\xff\xff\xffC\0\xa5\x0c\0\0\0\0\x86\x9c;\0l\x8cM\0\x02\0\0\0?\0\xa3\x0c\0\0\0\0\x9a\x9c;\0l\x8cM\0\x06\0\0\0C\0\xa5\x0c\0\0\0\0\xae\x9c;\0l\x8cM\0\x02\0\0\0C\0\xa3\x0c\0\0\0\0\xc2\x9c;\0l\x8cM\0\x02\0\0\0A\0\xa5\x0c\0\0\0\0\xd6\x9c;\0l\x8cM\0\xfe\xff\xff\xffA\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527316Z  INFO [TXN-REQ] H->D F:1192 @ 12.685031s | Command(CommandHeader { command_type: GetData, transaction_id: 97, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527328Z  INFO [TXN-RSP] D->H F:1194 @ 12.685192s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 97, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -2, vbus_avg_uv: 5082176, ibus_avg_ua: -8, vbus_ori_avg_uv: 5082182, ibus_ori_avg_ua: 86, temp_raw: 3159, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527340Z  INFO [TXN-REQ] H->D F:1196 @ 12.775418s | Command(CommandHeader { command_type: GetData, transaction_id: 98, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527359Z  INFO [TXN-RSP] D->H F:1198 @ 12.775658s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 98, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xea\x9c;\0Y\x8cM\0\xf6\xff\xff\xffA\0\xa3\x0c\0\0\0\0\xfe\x9c;\0\xa9\x8bM\0\xea\xff\xff\xffE\0\xa5\x0c\0\0\0\0\x12\x9d;\0\xd0\x8bM\0\xf2\xff\xff\xff?\0\xa5\x0c\0\0\0\0&\x9d;\0\xbc\x8bM\0\xf6\xff\xff\xffC\0\xa5\x0c\0\0\0\0:\x9d;\0\xa9\x8bM\0\xf6\xff\xff\xffB\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527381Z  INFO [TXN-REQ] H->D F:1200 @ 12.885460s | Command(CommandHeader { command_type: GetData, transaction_id: 99, attribute: Unknown(6) }, None)
2025-06-20T11:20:44.527403Z  INFO [TXN-RSP] D->H F:1202 @ 12.885769s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 99, attribute: Unknown(2306) }, payload: b"\x01\x80\0\x0bl\x8cM\0\xe6\xff\xff\xff@\x8cM\0\xf8\xff\xff\xffF\x8cM\0V\0\0\0Y\x0c\x9b\x02u~\0\0\0\0}~\0\x80\xa2\x0c\0\0\0\0\x02\0\x05\x05N\x9d;\0\xa9\x8bM\0\x02\0\0\0?\0\xa3\x0c\0\0\0\0b\x9d;\0\xa9\x8bM\0\xfa\xff\xff\xffA\0\xa5\x0c\0\0\0\0v\x9d;\0\xa9\x8bM\0\xfa\xff\xff\xffB\0\xa5\x0c\0\0\0\0\x8a\x9d;\0\xbc\x8bM\0\xee\xff\xff\xffG\0\xa5\x0c\0\0\0\0\x9e\x9d;\0l\x8cM\0\xe6\xff\xff\xffB\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527428Z  INFO [TXN-REQ] H->D F:1204 @ 12.995319s | Command(CommandHeader { command_type: GetData, transaction_id: 100, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527448Z  INFO [TXN-RSP] D->H F:1206 @ 12.995586s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 100, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xb2\x9d;\0l\x8cM\0\xf2\xff\xff\xffA\0\xa5\x0c\0\0\0\0\xc6\x9d;\0l\x8cM\0\xee\xff\xff\xffD\0\xa5\x0c\0\0\0\0\xda\x9d;\0l\x8cM\0\xea\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xee\x9d;\0l\x8cM\0\xee\xff\xff\xffD\0\xa3\x0c\0\0\0\0\x02\x9e;\0l\x8cM\0\xf2\xff\xff\xffA\0\xa5\x0c\0\0\0\0\x16\x9e;\0l\x8cM\0\xf6\xff\xff\xff@\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527480Z  INFO [TXN-REQ] H->D F:1208 @ 13.095584s | Command(CommandHeader { command_type: GetData, transaction_id: 101, attribute: Unknown(6) }, None)
2025-06-20T11:20:44.527504Z  INFO [TXN-RSP] D->H F:1210 @ 13.095913s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 101, attribute: Unknown(2306) }, payload: b"\x01\x80\0\x0bl\x8cM\0\xf6\xff\xff\xff@\x8cM\0\xf8\xff\xff\xffF\x8cM\0V\0\0\0X\x0c\x9a\x02t~\0\0\0\0|~\0\x80\xa2\x0c\0\0\0\0\x02\0\x05\x05*\x9e;\0l\x8cM\0\x02\0\0\0D\0\xa3\x0c\0\0\0\0>\x9e;\0l\x8cM\0\xfe\xff\xff\xffB\0\xa3\x0c\0\0\0\0R\x9e;\0l\x8cM\0\xfa\xff\xff\xffB\0\xa3\x0c\0\0\0\0f\x9e;\0l\x8cM\0\xea\xff\xff\xffA\0\xa3\x0c\0\0\0\0z\x9e;\0l\x8cM\0\xf6\xff\xff\xffD\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527530Z  INFO [TXN-REQ] H->D F:1212 @ 13.205367s | Command(CommandHeader { command_type: GetData, transaction_id: 102, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527548Z  INFO [TXN-RSP] D->H F:1214 @ 13.205644s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 102, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\x8e\x9e;\0\x93\x8cM\0\xfa\xff\xff\xffF\0\xa3\x0c\0\0\0\0\xa2\x9e;\0l\x8cM\0\xfe\xff\xff\xffC\0\xa3\x0c\0\0\0\0\xb6\x9e;\0l\x8cM\0\xf6\xff\xff\xff@\0\xa5\x0c\0\0\0\0\xca\x9e;\0l\x8cM\0\xfe\xff\xff\xffD\0\xa3\x0c\0\0\0\0\xde\x9e;\0l\x8cM\0\n\0\0\0A\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527568Z  INFO [TXN-REQ] H->D F:1216 @ 13.305186s | Command(CommandHeader { command_type: GetData, transaction_id: 103, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527580Z  INFO [TXN-RSP] D->H F:1218 @ 13.305456s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 103, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -14, vbus_avg_uv: 5082173, ibus_avg_ua: -23, vbus_ori_avg_uv: 5082179, ibus_ori_avg_ua: 71, temp_raw: 3160, vcc1_tenth_mv: 666, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527592Z  INFO [TXN-REQ] H->D F:1220 @ 13.314985s | Command(CommandHeader { command_type: GetData, transaction_id: 104, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527612Z  INFO [TXN-RSP] D->H F:1222 @ 13.315210s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 104, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xf2\x9e;\0l\x8cM\0\xf2\xff\xff\xffD\0\xa3\x0c\0\0\0\0\x06\x9f;\0l\x8cM\0\xee\xff\xff\xffC\0\xa5\x0c\0\0\0\0\x1a\x9f;\0l\x8cM\0\xe6\xff\xff\xffB\0\xa5\x0c\0\0\0\0.\x9f;\0l\x8cM\0\xf6\xff\xff\xffE\0\xa1\x0c\0\0\0\0B\x9f;\0l\x8cM\0\xf2\xff\xff\xffB\0\xa5\x0c\0\0\0\0V\x9f;\0l\x8cM\0\xee\xff\xff\xff@\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527636Z  INFO [TXN-REQ] H->D F:1224 @ 13.425186s | Command(CommandHeader { command_type: GetData, transaction_id: 105, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527654Z  INFO [TXN-RSP] D->H F:1226 @ 13.425507s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 105, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05j\x9f;\0l\x8cM\0\xf2\xff\xff\xffA\0\xa5\x0c\0\0\0\0~\x9f;\0l\x8cM\0\xf6\xff\xff\xffB\0\xa5\x0c\0\0\0\0\x92\x9f;\0\n\x8cM\0\x02\0\0\0C\0\xa3\x0c\0\0\0\0\xa6\x9f;\0\xa9\x8bM\0\x16\0\0\0A\0\xa5\x0c\0\0\0\0\xba\x9f;\0\xa9\x8bM\0&\0\0\0C\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527675Z  INFO [TXN-REQ] H->D F:1228 @ 13.515339s | Command(CommandHeader { command_type: GetData, transaction_id: 106, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527687Z  INFO [TXN-RSP] D->H F:1230 @ 13.515568s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 106, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082064, ibus_ua: 26, vbus_avg_uv: 5082173, ibus_avg_ua: -23, vbus_ori_avg_uv: 5082179, ibus_ori_avg_ua: 71, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527700Z  INFO [TXN-REQ] H->D F:1232 @ 13.535369s | Command(CommandHeader { command_type: GetData, transaction_id: 107, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527719Z  INFO [TXN-RSP] D->H F:1234 @ 13.535715s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 107, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xce\x9f;\0\xa9\x8bM\0*\0\0\0G\0\xa5\x0c\0\0\0\0\xe2\x9f;\0\xa9\x8bM\0&\0\0\0B\0\xa3\x0c\0\0\0\0\xf6\x9f;\0E\x8cM\0&\0\0\0C\0\xa3\x0c\0\0\0\0\n\xa0;\0\xbc\x8bM\0\"\0\0\0C\0\xa5\x0c\0\0\0\0\x1e\xa0;\0\xd0\x8bM\0\x1a\0\0\0@\0\xa5\x0c\0\0\0\02\xa0;\0E\x8cM\0\x1e\0\0\0C\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527741Z  INFO [TXN-REQ] H->D F:1236 @ 13.645225s | Command(CommandHeader { command_type: GetData, transaction_id: 108, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527758Z  INFO [TXN-RSP] D->H F:1238 @ 13.645553s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 108, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05F\xa0;\0\xbc\x8bM\0\x16\0\0\0C\0\xa5\x0c\0\0\0\0Z\xa0;\0E\x8cM\0\x12\0\0\0C\0\xa5\x0c\0\0\0\0n\xa0;\0E\x8cM\0\x0e\0\0\0C\0\xa1\x0c\0\0\0\0\x82\xa0;\0\xbc\x8bM\0\n\0\0\0B\0\xa5\x0c\0\0\0\0\x96\xa0;\0E\x8cM\0\xfe\xff\xff\xff?\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527779Z  INFO [TXN-REQ] H->D F:1240 @ 13.715494s | Command(CommandHeader { command_type: GetData, transaction_id: 109, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527792Z  INFO [TXN-RSP] D->H F:1242 @ 13.715788s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 109, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 14, vbus_avg_uv: 5082173, ibus_avg_ua: -23, vbus_ori_avg_uv: 5082179, ibus_ori_avg_ua: 71, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527804Z  INFO [TXN-REQ] H->D F:1244 @ 13.755293s | Command(CommandHeader { command_type: GetData, transaction_id: 110, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527824Z  INFO [TXN-RSP] D->H F:1246 @ 13.755584s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 110, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xaa\xa0;\0\n\x8cM\0\xf6\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xbe\xa0;\0l\x8cM\0\x02\0\0\0B\0\xa3\x0c\0\0\0\0\xd2\xa0;\0l\x8cM\0\x12\0\0\0F\0\xa3\x0c\0\0\0\0\xe6\xa0;\0l\x8cM\0\x0e\0\0\0B\0\xa3\x0c\0\0\0\0\xfa\xa0;\0l\x8cM\0\n\0\0\0;\0\xa3\x0c\0\0\0\0\x0e\xa1;\0l\x8cM\0\x0e\0\0\0C\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527847Z  INFO [TXN-REQ] H->D F:1248 @ 13.865437s | Command(CommandHeader { command_type: GetData, transaction_id: 111, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527865Z  INFO [TXN-RSP] D->H F:1250 @ 13.865653s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 111, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\"\xa1;\0l\x8cM\0\x12\0\0\0>\0\xa3\x0c\0\0\0\06\xa1;\0l\x8cM\0\x1e\0\0\0B\0\xa3\x0c\0\0\0\0J\xa1;\0l\x8cM\0\x1a\0\0\0A\0\xa5\x0c\0\0\0\0^\xa1;\0l\x8cM\0\x1a\0\0\0C\0\xa5\x0c\0\0\0\0r\xa1;\0l\x8cM\0\x1a\0\0\0B\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527881Z  INFO [TXN-REQ] H->D F:1252 @ 13.925145s | Command(CommandHeader { command_type: GetData, transaction_id: 112, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527893Z  INFO [TXN-RSP] D->H F:1254 @ 13.925313s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 112, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 18, vbus_avg_uv: 5082173, ibus_avg_ua: -23, vbus_ori_avg_uv: 5082179, ibus_ori_avg_ua: 71, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527905Z  INFO [TXN-REQ] H->D F:1256 @ 13.969419s | Command(CommandHeader { command_type: GetData, transaction_id: 113, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527923Z  INFO [TXN-RSP] D->H F:1258 @ 13.969665s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 113, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\x86\xa1;\0l\x8cM\0\x12\0\0\0C\0\xa3\x0c\0\0\0\0\x9a\xa1;\0l\x8cM\0\x0e\0\0\0?\0\xa3\x0c\0\0\0\0\xae\xa1;\0l\x8cM\0\x12\0\0\0C\0\xa5\x0c\0\0\0\0\xc2\xa1;\0l\x8cM\0\x0e\0\0\0D\0\xa5\x0c\0\0\0\0\xd6\xa1;\0l\x8cM\0\x12\0\0\0D\0\xa3\x0c\0\0\0\0\xea\xa1;\0l\x8cM\0\x0e\0\0\0D\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527943Z  INFO [TXN-REQ] H->D F:1260 @ 14.076034s | Command(CommandHeader { command_type: GetData, transaction_id: 114, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527961Z  INFO [TXN-RSP] D->H F:1262 @ 14.076241s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 114, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xfe\xa1;\0\x1e\x8cM\0\x02\0\0\0?\0\xa3\x0c\0\0\0\0\x12\xa2;\0\xbc\x8bM\0\x02\0\0\0C\0\xa3\x0c\0\0\0\0&\xa2;\0\xa9\x8bM\0\x06\0\0\0C\0\xa5\x0c\0\0\0\0:\xa2;\0\xa9\x8bM\0\n\0\0\0?\0\xa3\x0c\0\0\0\0N\xa2;\0\xa9\x8bM\0\n\0\0\0A\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527982Z  INFO [TXN-REQ] H->D F:1264 @ 14.135079s | Command(CommandHeader { command_type: GetData, transaction_id: 115, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527994Z  INFO [TXN-RSP] D->H F:1266 @ 14.135250s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 115, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -2, vbus_avg_uv: 5082161, ibus_avg_ua: 9, vbus_ori_avg_uv: 5082167, ibus_ori_avg_ua: 103, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32367, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32375, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528005Z  INFO [TXN-REQ] H->D F:1268 @ 14.185347s | Command(CommandHeader { command_type: GetData, transaction_id: 116, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528022Z  INFO [TXN-RSP] D->H F:1270 @ 14.185682s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 116, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05b\xa2;\0\xa9\x8bM\0\x02\0\0\0C\0\xa5\x0c\0\0\0\0v\xa2;\0E\x8cM\0\xf6\xff\xff\xffA\0\xa3\x0c\0\0\0\0\x8a\xa2;\0l\x8cM\0\xfe\xff\xff\xffA\0\xa5\x0c\0\0\0\0\x9e\xa2;\0l\x8cM\0\xf6\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xb2\xa2;\0l\x8cM\0\xf6\xff\xff\xffH\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528040Z  INFO [TXN-REQ] H->D F:1272 @ 14.285492s | Command(CommandHeader { command_type: GetData, transaction_id: 117, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528057Z  INFO [TXN-RSP] D->H F:1274 @ 14.285699s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 117, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xc6\xa2;\0l\x8cM\0\xfe\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xda\xa2;\0l\x8cM\0\x06\0\0\0?\0\xa3\x0c\0\0\0\0\xee\xa2;\0l\x8cM\0\xfa\xff\xff\xffB\0\xa5\x0c\0\0\0\0\x02\xa3;\0l\x8cM\0\xf2\xff\xff\xffF\0\xa3\x0c\0\0\0\0\x16\xa3;\0l\x8cM\0\xfe\xff\xff\xffB\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528075Z  INFO [TXN-REQ] H->D F:1276 @ 14.344993s | Command(CommandHeader { command_type: GetData, transaction_id: 118, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528086Z  INFO [TXN-RSP] D->H F:1278 @ 14.345175s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 118, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082279, ibus_ua: 2, vbus_avg_uv: 5082161, ibus_avg_ua: 9, vbus_ori_avg_uv: 5082167, ibus_ori_avg_ua: 103, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32367, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32375, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528096Z  INFO [TXN-REQ] H->D F:1280 @ 14.395358s | Command(CommandHeader { command_type: GetData, transaction_id: 119, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528113Z  INFO [TXN-RSP] D->H F:1282 @ 14.395706s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 119, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05*\xa3;\0l\x8cM\0\x02\0\0\0A\0\xa5\x0c\0\0\0\0>\xa3;\0\xf5\x8cM\0\n\0\0\0A\0\xa3\x0c\0\0\0\0R\xa3;\0\xa7\x8cM\0\x02\0\0\0A\0\xa5\x0c\0\0\0\0f\xa3;\0\xe1\x8cM\0\x0e\0\0\0B\0\xa5\x0c\0\0\0\0z\xa3;\0\xe1\x8cM\0\x06\0\0\0@\0\xa5\x0c\0\0\0\0\x8e\xa3;\0/\x8dM\0\x16\0\0\0B\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528132Z  INFO [TXN-REQ] H->D F:1284 @ 14.507650s | Command(CommandHeader { command_type: GetData, transaction_id: 120, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528148Z  INFO [TXN-RSP] D->H F:1286 @ 14.507888s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 120, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xa2\xa3;\0/\x8dM\0\x12\0\0\0C\0\xa5\x0c\0\0\0\0\xb6\xa3;\0/\x8dM\0\x1a\0\0\0H\0\xa5\x0c\0\0\0\0\xca\xa3;\0/\x8dM\0*\0\0\0C\0\xa5\x0c\0\0\0\0\xde\xa3;\0/\x8dM\02\0\0\0C\0\xa3\x0c\0\0\0\0\xf2\xa3;\0/\x8dM\0.\0\0\0D\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528166Z  INFO [TXN-REQ] H->D F:1288 @ 14.545351s | Command(CommandHeader { command_type: GetData, transaction_id: 121, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528176Z  INFO [TXN-RSP] D->H F:1290 @ 14.545569s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 121, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082415, ibus_ua: 34, vbus_avg_uv: 5082161, ibus_avg_ua: 9, vbus_ori_avg_uv: 5082167, ibus_ori_avg_ua: 103, temp_raw: 3159, vcc1_tenth_mv: 668, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528187Z  INFO [TXN-REQ] H->D F:1292 @ 14.615085s | Command(CommandHeader { command_type: GetData, transaction_id: 122, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528204Z  INFO [TXN-RSP] D->H F:1294 @ 14.615436s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 122, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\x06\xa4;\0/\x8dM\0*\0\0\0@\0\xa5\x0c\0\0\0\0\x1a\xa4;\0/\x8dM\0\"\0\0\0?\0\xa3\x0c\0\0\0\0.\xa4;\0/\x8dM\0\x1e\0\0\0B\0\xa5\x0c\0\0\0\0B\xa4;\0/\x8dM\0\"\0\0\0C\0\xa5\x0c\0\0\0\0V\xa4;\0\xce\x8cM\0.\0\0\0C\0\xa5\x0c\0\0\0\0j\xa4;\0\x80\x8cM\0>\0\0\0B\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528222Z  INFO [TXN-REQ] H->D F:1296 @ 14.715335s | Command(CommandHeader { command_type: GetData, transaction_id: 123, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528238Z  INFO [TXN-RSP] D->H F:1298 @ 14.715603s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 123, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05~\xa4;\0l\x8cM\0>\0\0\0A\0\xa5\x0c\0\0\0\0\x92\xa4;\0l\x8cM\0J\0\0\0C\0\xa5\x0c\0\0\0\0\xa6\xa4;\0l\x8cM\06\0\0\0@\0\xa5\x0c\0\0\0\0\xba\xa4;\0l\x8cM\0*\0\0\0B\0\xa3\x0c\0\0\0\0\xce\xa4;\0l\x8cM\0\x1e\0\0\0A\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.528255Z  INFO [TXN-REQ] H->D F:1300 @ 14.755091s | Command(CommandHeader { command_type: GetData, transaction_id: 124, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528266Z  INFO [TXN-RSP] D->H F:1302 @ 14.755252s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 124, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 30, vbus_avg_uv: 5082161, ibus_avg_ua: 9, vbus_ori_avg_uv: 5082167, ibus_ori_avg_ua: 103, temp_raw: 3160, vcc1_tenth_mv: 668, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528277Z  INFO [TXN-REQ] H->D F:1304 @ 14.825132s | Command(CommandHeader { command_type: GetData, transaction_id: 125, attribute: AdcQueue10k }, None)
