frame,time,direction,hex,raw_packet,packet,event_detail
1932,25.016278,H->D,0cda2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 218, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1934,25.016356,D->H,41da820010000003ba8208002f237dfd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 218, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xba\x82\x08\0/#}\xfd\0\0q\x06"" }","PdRawData(b""\xba\x82\x08\0/#}\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 186,
        timestamp_bytes: [
            130,
            8,
            0,
        ],
        vbus_raw: U16(
            9007,
        ),
        ibus_raw: U16(
            64893,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1936,25.056211,H->D,0cdb2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 219, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1938,25.056289,D->H,41db820010000003e18208003623c8fd00006e06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 219, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xe1\x82\x08\06#\xc8\xfd\0\0n\x06"" }","PdRawData(b""\xe1\x82\x08\06#\xc8\xfd\0\0n\x06"")","Status(
    StatusPacket {
        type_id: 225,
        timestamp_bytes: [
            130,
            8,
            0,
        ],
        vbus_raw: U16(
            9014,
        ),
        ibus_raw: U16(
            64968,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1646,
        ),
    },
)
"
1940,25.097235,H->D,0cdc2200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 220, attribute: 17 }, payload: b"""" }","Generic(Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 220, attribute: 17 }, payload: b"""" })",
1942,25.097358,D->H,41dc82030180000bdc6b8900f160f6ff006e8900a8a1f6ff066e890006a2f6ff540d00005c4031172917807e00806c0651024f02100000030a830800842300000000a10c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 220, obj_count_words: 14 }, extended: ExtendedHeader { attribute: 1, next: true, chunk: 0, size: 44 }, payload: b""\xdck\x89\0\xf1`\xf6\xff\0n\x89\0\xa8\xa1\xf6\xff\x06n\x89\0\x06\xa2\xf6\xffT\r\0\0\\@1\x17)\x17\x80~\0\x80l\x06Q\x02O\x02\x10\0\0\x03\n\x83\x08\0\x84#\0\0\0\0\xa1\x0c"" }","CombinedAdcPdData { adc: AdcDataSimple { vbus_v: 9.006044, ibus_a: -0.630543, power_w: -5.678698001891999, vbus_avg_v: 9.006592, ibus_avg_a: -0.613976, temp_c: 26.0, vdp_v: 0.5937, vdm_v: 0.5929, vdp_avg_v: 0.0593, vdm_avg_v: 0.0591, cc1_v: 0.0, cc2_v: 1.6476, cc2_avg_v: 0.1644, internal_vdd_v: 3.2384, sample_rate: Sps1 }, pd: b""\x10\0\0\x03\n\x83\x08\0\x84#\0\0\0\0\xa1\x0c"" }",
1944,25.136293,H->D,0cdd2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 221, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1946,25.136366,D->H,41dd82001000000332830800f61300000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 221, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""2\x83\x08\0\xf6\x13\0\0\0\0\xa5\x0c"" }","PdRawData(b""2\x83\x08\0\xf6\x13\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 50,
        timestamp_bytes: [
            131,
            8,
            0,
        ],
        vbus_raw: U16(
            5110,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
1948,25.176408,H->D,0cde2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 222, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1950,25.176505,D->H,41dec200100080045a830800e61300000000a50c453f83080022,"Data { header: DataHeader { packet_type: 65, flag: false, id: 222, obj_count_words: 3 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 18 }, payload: b""Z\x83\x08\0\xe6\x13\0\0\0\0\xa5\x0cE?\x83\x08\0\"""" }","PdRawData(b""Z\x83\x08\0\xe6\x13\0\0\0\0\xa5\x0cE?\x83\x08\0\"""")",
1952,25.216229,H->D,0cdf2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 223, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1954,25.216312,D->H,41df82001000000381830800e81300000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 223, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x81\x83\x08\0\xe8\x13\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x81\x83\x08\0\xe8\x13\0\0\0\0\xa5\x0c"")","PdMessage(
    WrappedPdMessage {
        is_src_to_snk: false,
        timestamp: 2179,
        pd_bytes: b""\0\0"",
    },
)
"
1956,25.256189,H->D,0ce02000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 224, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1958,25.256271,D->H,41e0820010000003a9830800e91300000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 224, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa9\x83\x08\0\xe9\x13\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xa9\x83\x08\0\xe9\x13\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 169,
        timestamp_bytes: [
            131,
            8,
            0,
        ],
        vbus_raw: U16(
            5097,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
1960,25.296187,H->D,0ce12000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 225, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1962,25.296262,D->H,41e1820010000003d1830800751000000000200d,"Data { header: DataHeader { packet_type: 65, flag: false, id: 225, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xd1\x83\x08\0u\x10\0\0\0\0 \r"" }","PdRawData(b""\xd1\x83\x08\0u\x10\0\0\0\0 \r"")","Status(
    StatusPacket {
        type_id: 209,
        timestamp_bytes: [
            131,
            8,
            0,
        ],
        vbus_raw: U16(
            4213,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3360,
        ),
    },
)
"
1964,25.307777,H->D,0ce20200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 226, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1966,25.307892,D->H,41e282020100000bdc6b8900f160f6ff006e8900a8a1f6ff066e890006a2f6ff540d00005c4031172917807e0080ac0cb103a803,"Data { header: DataHeader { packet_type: 65, flag: false, id: 226, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xdck\x89\0\xf1`\xf6\xff\0n\x89\0\xa8\xa1\xf6\xff\x06n\x89\0\x06\xa2\xf6\xffT\r\0\0\\@1\x17)\x17\x80~\0\x80\xac\x0c\xb1\x03\xa8\x03"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.006044, ibus_a: -0.630543, power_w: -5.678698001891999, vbus_avg_v: 9.006592, ibus_avg_a: -0.613976, temp_c: 26.0, vdp_v: 0.5937, vdm_v: 0.5929, vdp_avg_v: 0.0945, vdm_avg_v: 0.0936, cc1_v: 0.0, cc2_v: 1.6476, cc2_avg_v: 0.3244, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
1968,25.336126,H->D,0ce32000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 227, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1970,25.336199,D->H,41e3820010000003f9830800020000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 227, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xf9\x83\x08\0\x02\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xf9\x83\x08\0\x02\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 249,
        timestamp_bytes: [
            131,
            8,
            0,
        ],
        vbus_raw: U16(
            2,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
1972,25.376401,H->D,0ce42000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 228, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1974,25.376481,D->H,41e482001000000322840800000000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 228, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\""\x84\x08\0\0\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\""\x84\x08\0\0\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 34,
        timestamp_bytes: [
            132,
            8,
            0,
        ],
        vbus_raw: U16(
            0,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
1976,25.416090,H->D,0ce52000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 229, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1978,25.416163,D->H,41e582001000000349840800000000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 229, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""I\x84\x08\0\0\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""I\x84\x08\0\0\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 73,
        timestamp_bytes: [
            132,
            8,
            0,
        ],
        vbus_raw: U16(
            0,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
1980,25.456152,H->D,0ce62000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 230, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1982,25.456232,D->H,41e682001000000371840800000000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 230, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""q\x84\x08\0\0\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""q\x84\x08\0\0\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 113,
        timestamp_bytes: [
            132,
            8,
            0,
        ],
        vbus_raw: U16(
            0,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
1984,25.497372,H->D,0ce72000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 231, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1986,25.497447,D->H,41e78200100000039b840800010000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 231, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x9b\x84\x08\0\x01\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x9b\x84\x08\0\x01\0\0\0\0\0\xa5\x0c"")","PdMessage(
    WrappedPdMessage {
        is_src_to_snk: false,
        timestamp: 2180,
        pd_bytes: b""\0\0"",
    },
)
"
1988,25.516163,H->D,0ce80200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 232, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1990,25.516268,D->H,41e882020100000bdc6b8900f160f6ff006e8900a8a1f6ff066e890006a2f6ff540d0200f567851acc199e7e0080a00c52001900,"Data { header: DataHeader { packet_type: 65, flag: false, id: 232, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xdck\x89\0\xf1`\xf6\xff\0n\x89\0\xa8\xa1\xf6\xff\x06n\x89\0\x06\xa2\xf6\xffT\r\x02\0\xf5g\x85\x1a\xcc\x19\x9e~\0\x80\xa0\x0cR\0\x19\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.006044, ibus_a: -0.630543, power_w: -5.678698001891999, vbus_avg_v: 9.006592, ibus_avg_a: -0.613976, temp_c: 26.0, vdp_v: 0.6789, vdm_v: 0.6604, vdp_avg_v: 0.0082, vdm_avg_v: 0.0025, cc1_v: 0.0002, cc2_v: 2.6613, cc2_avg_v: 0.3232, internal_vdd_v: 3.2414, sample_rate: Sps1 })",
1992,25.536242,H->D,0ce92000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 233, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1994,25.536321,D->H,41e9820010000003c1840800050000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 233, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xc1\x84\x08\0\x05\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\xc1\x84\x08\0\x05\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 193,
        timestamp_bytes: [
            132,
            8,
            0,
        ],
        vbus_raw: U16(
            5,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
1996,25.576279,H->D,0cea2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 234, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1998,25.576369,D->H,41ea820010000003ea840800090000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 234, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xea\x84\x08\0\t\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xea\x84\x08\0\t\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 234,
        timestamp_bytes: [
            132,
            8,
            0,
        ],
        vbus_raw: U16(
            9,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2000,25.616190,H->D,0ceb2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 235, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2002,25.616275,D->H,41eb820010000003118508000c00000000009e0c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 235, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x11\x85\x08\0\x0c\0\0\0\0\0\x9e\x0c"" }","PdRawData(b""\x11\x85\x08\0\x0c\0\0\0\0\0\x9e\x0c"")","Status(
    StatusPacket {
        type_id: 17,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            12,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3230,
        ),
    },
)
"
2004,25.656261,H->D,0cec2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 236, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2006,25.656353,D->H,41ec8200100000033a8508000e0000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 236, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b"":\x85\x08\0\x0e\0\0\0\0\0\xa5\x0c"" }","PdRawData(b"":\x85\x08\0\x0e\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 58,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            14,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2008,25.696249,H->D,0ced2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 237, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2010,25.696334,D->H,41ed820010000003618508000f0000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 237, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""a\x85\x08\0\x0f\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""a\x85\x08\0\x0f\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 97,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            15,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2012,25.727207,H->D,0cee2200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 238, attribute: 17 }, payload: b"""" }","Generic(Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 238, attribute: 17 }, payload: b"""" })",
2014,25.727326,D->H,41ee82030180000be9b929000460ffff006e8900a8a1f6ff066e890006a2f6ff540d0200f567851acc199e7e0080a00c510019001000000380850800100000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 238, obj_count_words: 14 }, extended: ExtendedHeader { attribute: 1, next: true, chunk: 0, size: 44 }, payload: b""\xe9\xb9)\0\x04`\xff\xff\0n\x89\0\xa8\xa1\xf6\xff\x06n\x89\0\x06\xa2\xf6\xffT\r\x02\0\xf5g\x85\x1a\xcc\x19\x9e~\0\x80\xa0\x0cQ\0\x19\0\x10\0\0\x03\x80\x85\x08\0\x10\0\0\0\0\0\xa3\x0c"" }","CombinedAdcPdData { adc: AdcDataSimple { vbus_v: 2.734569, ibus_a: -0.040956, power_w: -0.111997007964, vbus_avg_v: 9.006592, ibus_avg_a: -0.613976, temp_c: 26.0, vdp_v: 0.6789, vdm_v: 0.6604, vdp_avg_v: 0.0081, vdm_avg_v: 0.0025, cc1_v: 0.0002, cc2_v: 2.6613, cc2_avg_v: 0.3232, internal_vdd_v: 3.2414, sample_rate: Sps1 }, pd: b""\x10\0\0\x03\x80\x85\x08\0\x10\0\0\0\0\0\xa3\x0c"" }",
2016,25.766536,H->D,0cef2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 239, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2018,25.766617,D->H,41ef820010000003a8850800100000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 239, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa8\x85\x08\0\x10\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xa8\x85\x08\0\x10\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 168,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            16,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2020,25.806119,H->D,0cf02000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 240, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2022,25.806195,D->H,41f0820010000003cf8508000f0000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 240, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xcf\x85\x08\0\x0f\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xcf\x85\x08\0\x0f\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 207,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            15,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2024,25.846199,H->D,0cf12000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 241, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2026,25.846296,D->H,41f1820010000003f7850800100000000000a10c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 241, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xf7\x85\x08\0\x10\0\0\0\0\0\xa1\x0c"" }","PdRawData(b""\xf7\x85\x08\0\x10\0\0\0\0\0\xa1\x0c"")","Status(
    StatusPacket {
        type_id: 247,
        timestamp_bytes: [
            133,
            8,
            0,
        ],
        vbus_raw: U16(
            16,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3233,
        ),
    },
)
"
2028,25.886209,H->D,0cf22000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 242, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2030,25.886286,D->H,41f28200100000031f8608000f0000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 242, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x1f\x86\x08\0\x0f\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\x1f\x86\x08\0\x0f\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 31,
        timestamp_bytes: [
            134,
            8,
            0,
        ],
        vbus_raw: U16(
            15,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
2032,25.932519,H->D,0cf32000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 243, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2034,25.932605,D->H,41f38200100000034e860800100000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 243, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""N\x86\x08\0\x10\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""N\x86\x08\0\x10\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 78,
        timestamp_bytes: [
            134,
            8,
            0,
        ],
        vbus_raw: U16(
            16,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
2036,25.936164,H->D,0cf40200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 244, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
2038,25.936262,D->H,41f482020100000be9b929000460ffff006e8900a8a1f6ff066e890006a2f6ff540d0400727e360300017a7e0080a40c51001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 244, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xe9\xb9)\0\x04`\xff\xff\0n\x89\0\xa8\xa1\xf6\xff\x06n\x89\0\x06\xa2\xf6\xffT\r\x04\0r~6\x03\0\x01z~\0\x80\xa4\x0cQ\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 2.734569, ibus_a: -0.040956, power_w: -0.111997007964, vbus_avg_v: 9.006592, ibus_avg_a: -0.613976, temp_c: 26.0, vdp_v: 0.0822, vdm_v: 0.0256, vdp_avg_v: 0.0081, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.237, cc2_avg_v: 0.3236, internal_vdd_v: 3.2378, sample_rate: Sps1 })",
2040,25.966306,H->D,0cf52000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 245, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2042,25.966378,D->H,41f582001000000370860800100000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 245, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""p\x86\x08\0\x10\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""p\x86\x08\0\x10\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 112,
        timestamp_bytes: [
            134,
            8,
            0,
        ],
        vbus_raw: U16(
            16,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2044,25.997225,H->D,0cf62000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 246, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2046,25.997309,D->H,41f68200100000038e8608000f0000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 246, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x8e\x86\x08\0\x0f\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x8e\x86\x08\0\x0f\0\0\0\0\0\xa5\x0c"")","PdMessage(
    WrappedPdMessage {
        is_src_to_snk: true,
        timestamp: 2182,
        pd_bytes: b""\0\0"",
    },
)
"
2048,26.036220,H->D,0cf72000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 247, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2050,26.036301,D->H,41f7820010000003b58608000f0000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 247, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xb5\x86\x08\0\x0f\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\xb5\x86\x08\0\x0f\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 181,
        timestamp_bytes: [
            134,
            8,
            0,
        ],
        vbus_raw: U16(
            15,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
2052,26.076236,H->D,0cf82000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 248, attribute: 16 }, payload: b"""" }",CmdGetPdData,
2054,26.076315,D->H,41f8820010000003dd8608000d0000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 248, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xdd\x86\x08\0\r\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xdd\x86\x08\0\r\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 221,
        timestamp_bytes: [
            134,
            8,
            0,
        ],
        vbus_raw: U16(
            13,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
2056,26.116304,H->D,0cf92000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 249, attribute: 16 }, payload: b"""" }",CmdGetPdData,
